# z      t_rms    u_rms
0.784659 0.046358 0.102797
0.785526 0.046394 0.102877
0.786392 0.046430 0.102959
0.787257 0.046465 0.103041
0.788121 0.046501 0.103126
0.788984 0.046536 0.103211
0.789845 0.046572 0.103295
0.790706 0.046608 0.103380
0.791565 0.046644 0.103465
0.792423 0.046681 0.103551
0.793280 0.046718 0.103639
0.794136 0.046755 0.103728
0.794991 0.046793 0.103820
0.795845 0.046832 0.103914
0.796697 0.046870 0.104009
0.797548 0.046909 0.104104
0.798399 0.046949 0.104200
0.799248 0.046988 0.104298
0.800096 0.047027 0.104395
0.800943 0.047066 0.104494
0.801788 0.047104 0.104593
0.802633 0.047143 0.104693
0.803476 0.047181 0.104794
0.804318 0.047220 0.104895
0.805159 0.047260 0.104995
0.805999 0.047299 0.105098
0.806837 0.047338 0.105202
0.807675 0.047377 0.105307
0.808511 0.047416 0.105413
0.809346 0.047456 0.105519
0.810180 0.047496 0.105622
0.811013 0.047536 0.105722
0.811844 0.047577 0.105816
0.812674 0.047617 0.105907
0.813503 0.047658 0.105995
0.814331 0.047698 0.106083
0.815158 0.047739 0.106172
0.815983 0.047779 0.106261
0.816808 0.047820 0.106351
0.817631 0.047862 0.106440
0.818452 0.047904 0.106530
0.819273 0.047947 0.106621
0.820092 0.047991 0.106712
0.820910 0.048037 0.106804
0.821727 0.048083 0.106897
0.822543 0.048130 0.106989
0.823357 0.048179 0.107081
0.824170 0.048228 0.107173
0.824982 0.048277 0.107262
0.825793 0.048328 0.107349
0.826602 0.048379 0.107435
0.827410 0.048431 0.107520
0.828217 0.048484 0.107603
0.829023 0.048537 0.107686
0.829827 0.048590 0.107768
0.830630 0.048644 0.107851
0.831432 0.048699 0.107933
0.832232 0.048753 0.108015
0.833032 0.048809 0.108098
0.833830 0.048865 0.108179
0.834626 0.048922 0.108260
0.835422 0.048979 0.108338
0.836216 0.049038 0.108415
0.837008 0.049097 0.108491
0.837800 0.049158 0.108567
0.838590 0.049219 0.108645
0.839379 0.049281 0.108723
0.840167 0.049344 0.108801
0.840953 0.049407 0.108878
0.841738 0.049472 0.108954
0.842521 0.049538 0.109027
0.843304 0.049604 0.109100
0.844085 0.049671 0.109173
0.844864 0.049739 0.109249
0.845643 0.049807 0.109325
0.846420 0.049876 0.109402
0.847195 0.049945 0.109479
0.847970 0.050014 0.109557
0.848743 0.050084 0.109635
0.849514 0.050155 0.109714
0.850285 0.050226 0.109794
0.851054 0.050297 0.109875
0.851821 0.050370 0.109956
0.852588 0.050443 0.110037
0.853352 0.050517 0.110119
0.854116 0.050591 0.110202
0.854878 0.050667 0.110288
0.855639 0.050743 0.110376
0.856398 0.050821 0.110468
0.857157 0.050900 0.110564
0.857913 0.050981 0.110661
0.858669 0.051062 0.110760
0.859422 0.051145 0.110860
0.860175 0.051229 0.110963
0.860926 0.051314 0.111067
0.861676 0.051399 0.111174
0.862424 0.051486 0.111285
0.863171 0.051572 0.111398
0.863917 0.051659 0.111514
0.864661 0.051746 0.111632
0.865404 0.051834 0.111752
0.866145 0.051922 0.111874
0.866885 0.052010 0.111998
0.867624 0.052099 0.112123
0.868361 0.052189 0.112250
0.869097 0.052279 0.112378
0.869831 0.052370 0.112504
0.870564 0.052462 0.112630
0.871295 0.052554 0.112756
0.872025 0.052646 0.112885
0.872754 0.052739 0.113016
0.873481 0.052832 0.113149
0.874207 0.052925 0.113282
0.874931 0.053020 0.113413
0.875654 0.053114 0.113545
0.876375 0.053209 0.113676
0.877095 0.053304 0.113806
0.877813 0.053399 0.113937
0.878530 0.053495 0.114067
0.879246 0.053592 0.114198
0.879960 0.053688 0.114332
0.880673 0.053786 0.114467
0.881384 0.053884 0.114603
0.882094 0.053982 0.114741
0.882802 0.054082 0.114879
0.883509 0.054181 0.115016
0.884214 0.054281 0.115151
0.884918 0.054381 0.115286
0.885620 0.054481 0.115422
0.886321 0.054581 0.115559
0.887020 0.054681 0.115695
0.887718 0.054781 0.115831
0.888414 0.054881 0.115965
0.889109 0.054981 0.116100
0.889803 0.055082 0.116234
0.890495 0.055183 0.116368
0.891185 0.055285 0.116504
0.891874 0.055386 0.116640
0.892561 0.055488 0.116776
0.893247 0.055590 0.116914
0.893931 0.055693 0.117055
0.894614 0.055797 0.117198
0.895295 0.055902 0.117344
0.895975 0.056008 0.117493
0.896653 0.056116 0.117644
0.897330 0.056225 0.117798
0.898005 0.056335 0.117953
0.898679 0.056447 0.118111
0.899351 0.056560 0.118272
0.900022 0.056674 0.118434
0.900691 0.056789 0.118596
0.901358 0.056906 0.118757
0.902024 0.057024 0.118915
0.902689 0.057143 0.119072
0.903351 0.057262 0.119228
0.904013 0.057383 0.119383
0.904673 0.057504 0.119538
0.905331 0.057626 0.119691
0.905987 0.057749 0.119845
0.906642 0.057873 0.119997
0.907296 0.057998 0.120150
0.907948 0.058123 0.120303
0.908598 0.058250 0.120456
0.909247 0.058378 0.120611
0.909894 0.058506 0.120768
0.910540 0.058637 0.120927
0.911184 0.058769 0.121088
0.911826 0.058903 0.121252
0.912467 0.059038 0.121418
0.913107 0.059175 0.121586
0.913744 0.059314 0.121755
0.914380 0.059453 0.121927
0.915015 0.059594 0.122098
0.915648 0.059737 0.122270
0.916279 0.059881 0.122442
0.916909 0.060026 0.122614
0.917537 0.060173 0.122786
0.918163 0.060321 0.122959
0.918788 0.060471 0.123133
0.919412 0.060621 0.123308
0.920033 0.060773 0.123484
0.920653 0.060925 0.123661
0.921272 0.061079 0.123837
0.921888 0.061233 0.124014
0.922504 0.061388 0.124190
0.923117 0.061545 0.124366
0.923729 0.061703 0.124542
0.924339 0.061862 0.124718
0.924948 0.062023 0.124894
0.925555 0.062186 0.125071
0.926160 0.062351 0.125247
0.926764 0.062517 0.125422
0.927366 0.062685 0.125596
0.927967 0.062854 0.125771
0.928566 0.063024 0.125945
0.929163 0.063195 0.126119
0.929758 0.063367 0.126294
0.930352 0.063540 0.126470
0.930944 0.063714 0.126646
0.931535 0.063890 0.126823
0.932124 0.064067 0.127002
0.932711 0.064244 0.127182
0.933296 0.064423 0.127363
0.933880 0.064603 0.127543
0.934462 0.064783 0.127723
0.935043 0.064965 0.127903
0.935622 0.065147 0.128084
0.936199 0.065331 0.128267
0.936775 0.065516 0.128452
0.937348 0.065703 0.128639
0.937920 0.065892 0.128828
0.938491 0.066082 0.129019
0.939060 0.066273 0.129212
0.939627 0.066466 0.129407
0.940192 0.066661 0.129604
0.940756 0.066856 0.129801
0.941318 0.067054 0.130001
0.941878 0.067254 0.130202
0.942437 0.067455 0.130403
0.942993 0.067658 0.130606
0.943549 0.067863 0.130808
0.944102 0.068070 0.131010
0.944654 0.068279 0.131212
0.945204 0.068489 0.131416
0.945752 0.068701 0.131621
0.946299 0.068915 0.131828
0.946844 0.069130 0.132037
0.947387 0.069346 0.132248
0.947928 0.069564 0.132460
0.948468 0.069783 0.132675
0.949006 0.070005 0.132891
0.949542 0.070228 0.133110
0.950077 0.070453 0.133333
0.950610 0.070680 0.133558
0.951141 0.070909 0.133787
0.951670 0.071140 0.134018
0.952198 0.071374 0.134251
0.952723 0.071610 0.134486
0.953248 0.071848 0.134723
0.953770 0.072089 0.134962
0.954291 0.072332 0.135203
0.954809 0.072578 0.135445
0.955327 0.072826 0.135689
0.955842 0.073076 0.135934
0.956356 0.073328 0.136180
0.956867 0.073582 0.136429
0.957377 0.073839 0.136680
0.957886 0.074098 0.136932
0.958392 0.074359 0.137187
0.958897 0.074622 0.137445
0.959400 0.074888 0.137704
0.959901 0.075156 0.137965
0.960401 0.075427 0.138228
0.960899 0.075701 0.138494
0.961395 0.075978 0.138762
0.961889 0.076258 0.139033
0.962381 0.076541 0.139306
0.962872 0.076827 0.139581
0.963361 0.077117 0.139858
0.963848 0.077409 0.140138
0.964333 0.077706 0.140420
0.964816 0.078005 0.140705
0.965298 0.078308 0.140992
0.965778 0.078614 0.141283
0.966256 0.078925 0.141576
0.966732 0.079239 0.141873
0.967207 0.079558 0.142172
0.967680 0.079881 0.142474
0.968150 0.080209 0.142778
0.968620 0.080542 0.143085
0.969087 0.080880 0.143394
0.969552 0.081223 0.143706
0.970016 0.081571 0.144021
0.970478 0.081924 0.144338
0.970938 0.082283 0.144658
0.971396 0.082646 0.144982
0.971853 0.083015 0.145309
0.972307 0.083389 0.145640
0.972760 0.083769 0.145974
0.973211 0.084155 0.146311
0.973660 0.084546 0.146651
0.974107 0.084942 0.146994
0.974553 0.085345 0.147340
0.974997 0.085753 0.147690
0.975438 0.086168 0.148042
0.975878 0.086588 0.148397
0.976317 0.087016 0.148755
0.976753 0.087449 0.149116
0.977188 0.087890 0.149479
0.977620 0.088339 0.149844
0.978051 0.088794 0.150211
0.978480 0.089258 0.150579
0.978907 0.089729 0.150949
0.979333 0.090209 0.151320
0.979756 0.090698 0.151692
0.980178 0.091195 0.152064
0.980597 0.091702 0.152438
0.981015 0.092218 0.152811
0.981431 0.092743 0.153185
0.981846 0.093278 0.153560
0.982258 0.093823 0.153933
0.982668 0.094378 0.154306
0.983077 0.094943 0.154678
0.983484 0.095518 0.155049
0.983889 0.096104 0.155418
0.984292 0.096702 0.155785
0.984693 0.097310 0.156151
0.985092 0.097930 0.156515
0.985490 0.098562 0.156876
0.985885 0.099205 0.157235
0.986279 0.099859 0.157591
0.986671 0.100525 0.157943
0.987061 0.101203 0.158290
0.987449 0.101891 0.158631
0.987835 0.102590 0.158965
0.988220 0.103300 0.159289
0.988602 0.104019 0.159603
0.988983 0.104747 0.159903
0.989361 0.105483 0.160189
0.989738 0.106225 0.160457
0.990113 0.106971 0.160707
0.990486 0.107720 0.160936
0.990857 0.108469 0.161140
0.991226 0.109213 0.161316
0.991594 0.109949 0.161460
0.991959 0.110671 0.161567
0.992323 0.111371 0.161631
0.992685 0.112039 0.161645
0.993044 0.112663 0.161600
0.993402 0.113227 0.161486
0.993758 0.113710 0.161291
0.994112 0.114085 0.160999
0.994465 0.114320 0.160593
0.994815 0.114371 0.160048
0.995163 0.114183 0.159336
0.995510 0.113685 0.158420
0.995854 0.112788 0.157251
0.996197 0.111376 0.155763
0.996538 0.109306 0.153871
0.996876 0.106400 0.151455
0.997213 0.102444 0.148346
0.997548 0.097184 0.144304
0.997881 0.090341 0.138973
0.998213 0.081635 0.131822
0.998542 0.070832 0.122037
0.998869 0.057831 0.108373
0.999195 0.042776 0.089016
0.999518 0.026154 0.061702
0.999840 0.008749 0.024581
